run,sd
487,0.013392645686164833
488,0.014146309515800095
489,0.013682076276091974
490,0.012880212239087679
491,0.01368406661294492
492,0.013159625639074763
493,0.01323682945533872
494,0.013234191106626917
495,0.013099697608416025
496,0.013005820790495663
497,0.013178368003976648
498,0.013375021380663267
499,0.013261382720359418
500,0.013382494134894882
501,0.013396405660966736
502,0.012755904647310108
503,0.012799132307197324
504,0.013572678976535999
505,0.013025128164992676
506,0.013360634051829728
507,0.013226940705944181
508,0.013051448029442416
509,0.013532524381971068
510,0.012826694648984003
511,0.012865462603543997
512,0.012952715340215734
513,0.0130265201984011
514,0.013528376633569655
515,0.01368001286384404
516,0.013553720957835216
517,0.01382088313347901
518,0.013098973590123566
519,0.013127742017466556
520,0.013265935941881775
521,0.013117797521482741
522,0.013403835088072469
523,0.013218068190558487
524,0.013134954318618178
525,0.01287320452479907
526,0.013065491383442242
527,0.013393786617395735
528,0.013603536549287283
529,0.012778691485278713
530,0.013047655237770267
531,0.01320388217204772
532,0.012525337991564207
533,0.013584821990742534
534,0.012922389068963012
535,0.012549619972849257
536,0.013371042737396154
537,0.01331710650283436
538,0.012926917037223002
539,0.013644282237487372
540,0.013523077813371613
541,0.013161678922811528
542,0.012721274608315097
543,0.012501233666620242
544,0.014036072754575165
545,0.013001424788784249
546,0.013333518403771574
547,0.012491102747715255
548,0.013208909608896492
549,0.012952343909723092
550,0.01310675639618498
551,0.013152263794356899
552,0.012900528317303494
553,0.013606682236974458
554,0.013288352263525292
555,0.013145454081017756
556,0.013769551286234064
557,0.012508117261444796
558,0.012907903418103477
559,0.013375824998489327
560,0.01337333297963018
561,0.01313276836238231
562,0.013586428551901134
563,0.014150522968274898
564,0.013704250084736056
565,0.013520944770565528
566,0.013888597714897236
567,0.013707927230753102
568,0.013584421685048486
569,0.013513223333938201
570,0.01308488301434944
571,0.013011514274967037
572,0.013164546937897825
573,0.013081197100618613
574,0.013106542805670068
575,0.013169029393607798
576,0.013609247085359351
577,0.013144336643744118
578,0.012753178216987035
579,0.013378683446694208
580,0.013179312233990092
581,0.013086639651119742
582,0.013788587698142224
583,0.013423389700998312
584,0.013951300823532178
585,0.013015816290250583
586,0.013598357733826259
587,0.012911308878326777
588,0.012453352349955796
589,0.012795105276506779
590,0.012886010356737629
591,0.014107454867638944
592,0.013903661151948422
593,0.013201465579080772
594,0.012758023825134699
595,0.01303434470074133
596,0.01316544784621327
597,0.013353371367034335
598,0.013239863647288071
599,0.013002892586927814
600,0.013033497391472734
601,0.013391676357503289
602,0.013221950583465219
603,0.013463109016588003
604,0.012893100524079076
605,0.013504454732558614
606,0.013162094317447479
607,0.01298893684954284
608,0.013498083335768405
609,0.013032841385738833
610,0.01295829424578224
611,0.013518634307860041
612,0.013099396965535373
613,0.012935032131931729
614,0.013655497277259798
615,0.01333024391308266
616,0.013699470389873607
617,0.013468073720074508
618,0.01306262823055631
619,0.013606325238159968
620,0.013834784208767045
621,0.013460305563810497
622,0.01325943700661869
623,0.012367682340470193
624,0.01318669751812801
625,0.013634683731030559
626,0.013420947975003724
627,0.013158036090570629
628,0.013318072958288229
629,0.013572465101620017
630,0.012920911738789138
631,0.013245509977373263
632,0.013417231767010296
633,0.012795285033391944
634,0.013461549773602676
635,0.01278646244064443
636,0.0125736134165494
637,0.013644188189704455
638,0.01325190795698628
639,0.01325709508233045
640,0.013436130189004598
641,0.013211357775220431
642,0.013207485430303378
643,0.012796884764486793
644,0.012985119407091647
645,0.012599990237848878
646,0.013045102017101184
647,0.013643126930257593
648,0.013249395381683095
649,0.012782112339305266
650,0.013262973663641583
651,0.012689060907503276
652,0.012985681192287168
653,0.013586405258335557
654,0.013002431864026826
655,0.013779472441327923
656,0.01351291551996096
657,0.013092523561061171
658,0.01294295937108033
659,0.013718637638746412
660,0.01307596498757805
661,0.01364866744668347
662,0.013382125509012514
663,0.01300096502594094
664,0.01303352122088395
665,0.013230049398068391
666,0.013086843278681598
667,0.013936386891182238
668,0.013644617081815295
669,0.013684501811056718
670,0.013027292120527577
671,0.013225752563842506
672,0.013315758178981667
673,0.012821456583866303
674,0.013178197727482164
675,0.01355439123232587
676,0.01288281667480064
677,0.013118240879715295
678,0.013161398524597537
679,0.013332695834293537
680,0.01278964119046854
681,0.013073591047495378
682,0.012748591752703042
683,0.013655439464940428
684,0.013971007787844231
685,0.012867885984070904
686,0.013777105541684286
687,0.013012473083563082
688,0.01423555542863471
689,0.01391980177999506
690,0.01411268380566288
691,0.013367100314534806
692,0.013695282423479895
693,0.01308612397484318
694,0.013680355525408357
695,0.013150744594640251
696,0.012988828022775319
697,0.013935718441959993
698,0.013183385202156133
699,0.013218752524814746
700,0.012978778547211809
701,0.013283439150069335
702,0.013342185841197096
703,0.013016843268177957
704,0.012529156607807729
705,0.013380060307721153
706,0.013172570772472601
707,0.012861534466015142
708,0.013351839648277042
709,0.012696752280531163
710,0.013790422823518394
711,0.013320915941772867
712,0.013141068847577538
713,0.014117723977621512
714,0.013339833508062782
715,0.013203924739570445
716,0.01284082364856514
717,0.01284215501049303
718,0.013709229907982432
719,0.013578295429596652
720,0.013423686131414462
721,0.013187715360943063
722,0.012744366138127225
723,0.01309894643280526
724,0.012745725159844965
725,0.012951030338594722
726,0.012544567053300797
727,0.01373883894109625
728,0.013620327722097437
729,0.013641136886874166
730,0.013555172744249416
731,0.013070818564520807
732,0.01366646502143023
733,0.013071555448543246
734,0.013541332611843048
735,0.013267310574543167
736,0.01351052169612653
737,0.013645173334448217
738,0.013033732561172915
739,0.012984629563359938
740,0.01304667688421779
741,0.01398271791877538
742,0.012753467064749611
743,0.013289894154239977
744,0.013684382730119748
745,0.012843825744452517
746,0.013458826991350783
747,0.013210950778632425
748,0.01354205070150824
749,0.013232869831779188
750,0.012858396541118313
751,0.01350980523852328
752,0.012922460882372927
753,0.013332867907432168
754,0.014273349887475735
755,0.013117212113108049
756,0.012730929790347921
757,0.01345784682745469
758,0.013349465417590928
759,0.013231596620594678
760,0.01346622138405981
761,0.013157343178886869
762,0.012962621974835985
763,0.013592577175828844
764,0.014022918138484134
765,0.013330705036808024
766,0.013383374489060577
767,0.013214355838882438
768,0.01331390582062515
769,0.01365451060907408
770,0.013465917824082511
771,0.013412920539704814
772,0.013669914714240072
773,0.013519636111188794
774,0.013106563321193527
775,0.012720098124502362
776,0.013968747159375617
777,0.013540037663418195
778,0.012958197774474267
779,0.013361764031341537
780,0.01362366372445719
781,0.01379630306385154
782,0.01312875014711117
783,0.013390456877045152
784,0.013268505319417792
785,0.01289516173623205
786,0.013947817608168352
787,0.01304679494117807
788,0.012851347681353839
789,0.013926829031907173
790,0.013044107080494742
791,0.013370586531458372
792,0.013046746705396222
793,0.013620101699494933
794,0.013101212892798097
795,0.013198774280772608
796,0.013024566213289781
797,0.013169614085958521
798,0.012772601285573634
799,0.012457587301702506
800,0.012741792239427258
801,0.013213965051539515
802,0.013310735764129058
803,0.01287556271607316
804,0.013608205164410749
805,0.013314897062459656
806,0.013266622290984326
807,0.01355699158300409
808,0.012789650684784685
809,0.013564800023186862
810,0.013365995947753609
811,0.013149393841573912
812,0.012906495776093466
813,0.012808542175572384
814,0.013573627172599106
815,0.013453840857110147
816,0.013415366873457594
817,0.013292023156831926
818,0.012950494889877236
819,0.013509373608747073
820,0.013788623465376442
821,0.012586631647779858
822,0.012992843077400498
823,0.012882617962654858
824,0.013234202619101115
825,0.013983889247554357
826,0.013457279644351623
827,0.013688264718961948
828,0.01316677698742472
829,0.013067819782518395
830,0.013042144704098094
831,0.013378972787877037
832,0.013685445782599049
833,0.013408189315924688
834,0.013116659064202632
835,0.013756834592326817
836,0.013072284484929784
837,0.013169315513093931
838,0.012641969945494509
839,0.013219822530621343
840,0.013138486637399338
841,0.013728997203316842
842,0.013184271402411995
843,0.013397762460691312
844,0.013583452347204544
845,0.01347196133240432
846,0.013270111898440962
847,0.013095036530299715
848,0.01306067847554116
849,0.012999059815982691
850,0.012472022221698815
851,0.013592191279200201
852,0.013064069201478018
853,0.013253703325741596
854,0.01357723168074166
855,0.013102253974362847
856,0.013862897810359045
857,0.013434929525002649
858,0.013300763745241601
859,0.013371772188663896
860,0.01376661200999971
861,0.013227246660140943
862,0.013521993631099523
863,0.01338539895065862
864,0.013897735137099822
865,0.013596754854499805
866,0.013072413066385406
867,0.013107008665164628
868,0.013522448236143413
869,0.012831574484539142
870,0.013374304869821807
871,0.013030552964234606
872,0.013798667942115234
873,0.013138611515534684
874,0.01273007445568992
875,0.01316086539904623
876,0.013373669029284278
877,0.013671175700648368
878,0.013539524173110853
879,0.01290949199398477
880,0.012011514716041135
881,0.013494731074107527
882,0.012981022945721324
883,0.012190913885692737
884,0.013735151506174683
885,0.012820896459507881
886,0.013273823303620228
887,0.013722757024861667
888,0.013425414686475455
889,0.01376114960958967
890,0.013499810938849336
891,0.012684400697312083
892,0.014283529518400475
893,0.012829935605041072
894,0.01346468382648842
895,0.01378714940770478
896,0.012316568400175056
897,0.013452136581337015
898,0.013662104547421715
899,0.01338972274233005
900,0.013167507719114806
901,0.013246256329191339
902,0.013450045447542386
903,0.014304383823912794
904,0.013039180310386674
905,0.013549256555791285
906,0.013786074760753452
907,0.01333140223675356
908,0.013563657234961599
909,0.013599861686928729
910,0.013012715113383958
911,0.013269510833575065
912,0.012650564754735517
913,0.013347182491910707
914,0.013214199300103858
915,0.01347016762681474
916,0.013593741460844102
917,0.012955497377946148
918,0.013232438297947569
919,0.013251991837500393
920,0.013074853836584332
921,0.0133680457417528
922,0.013521772448236671
923,0.012927320095899218
924,0.01287211851044852
925,0.013380104075737705
926,0.013308882651960962
927,0.012939034659322893
928,0.012961818668044616
929,0.013253419077725174
930,0.013157777104694035
931,0.013192274388222604
932,0.01315962734921122
933,0.013487795583588674
934,0.012743688494750386
935,0.013937858522581562
936,0.013451303015676963
937,0.01261656866588873
938,0.013287560883933461
939,0.013256051836496568
940,0.013448444741796838
941,0.012855939310120773
942,0.01324598366799911
943,0.013631599843819269
944,0.013429516262799692
945,0.01260226190258179
946,0.013493765789381234
947,0.013908803847168718
948,0.012929465323639918
949,0.013269641450853718
950,0.013475357622684897
951,0.0133630899428699
952,0.013674855003328216
953,0.012594335542622122
954,0.013473102648867863
955,0.012649286165643122
956,0.012789276371661686
957,0.01302832950260084
958,0.012788667845518771
959,0.013779814781193256
960,0.012985821750082522
961,0.012848452267925671
962,0.014477179551619554
963,0.013221163345977116
964,0.013252704373799733
965,0.012825589031190745
966,0.013255991395730716
967,0.013450334336013812
968,0.01353391810336852
969,0.013114071040275455
970,0.013135656535811679
971,0.013705526949177947
972,0.01385483515897146
973,0.013374304127479792
974,0.012769198575748283
975,0.013248653057171553
976,0.01306521773658164
977,0.013220015992499308
978,0.013369977161416064
979,0.013471283980057364
980,0.014258309674264601
981,0.013175858256352967
982,0.012919521356562198
983,0.012671984758238027
984,0.013740207463836102
985,0.013211606902911432
986,0.013287911047751582
987,0.013473503334392735
988,0.012896295076387386
989,0.013309600659406845
990,0.013481829352119508
991,0.01355492526605035
992,0.013426832379888677
993,0.012257851103928113
994,0.013826442221316931
995,0.013415205339693717
996,0.0127928233109048
997,0.013192448427404717
998,0.013840904146526662
999,0.013614097531004236
